municipio;ano;Homicidio;Furto;Roubo;FRV
NOVA EUROPA;2017;0;73;6;8
NOVA EUROPA;2018;0;69;8;1
NOVA EUROPA;2019;0;54;8;5
NOVA GRANADA;2001;1;145;4;6
NOVA GRANADA;2002;1;202;4;13
NOVA GRANADA;2003;1;257;8;8
NOVA GRANADA;2004;1;291;6;6
NOVA GRANADA;2005;0;244;5;9
NOVA GRANADA;2006;3;226;5;12
NOVA GRANADA;2007;1;328;16;13
NOVA GRANADA;2008;1;228;11;20
NOVA GRANADA;2009;1;233;14;12
NOVA GRANADA;2010;3;213;18;7
NOVA GRANADA;2011;2;189;22;9
NOVA GRANADA;2012;4;161;23;21
NOVA GRANADA;2013;3;153;19;9
NOVA GRANADA;2014;2;165;14;15
NOVA GRANADA;2015;3;178;8;8
NOVA GRANADA;2016;0;154;17;10
NOVA GRANADA;2017;3;142;4;9
NOVA GRANADA;2018;0;140;9;10
NOVA GRANADA;2019;1;144;9;14
NOVA GUATAPORANGA;2001;0;10;0;0
NOVA GUATAPORANGA;2002;0;12;0;0
NOVA GUATAPORANGA;2003;0;7;0;0
NOVA GUATAPORANGA;2004;0;6;0;0
NOVA GUATAPORANGA;2005;0;8;1;0
NOVA GUATAPORANGA;2006;0;10;0;0
NOVA GUATAPORANGA;2007;0;15;0;0
NOVA GUATAPORANGA;2008;0;6;0;0
NOVA GUATAPORANGA;2009;0;12;1;0
NOVA GUATAPORANGA;2010;0;8;0;0
NOVA GUATAPORANGA;2011;0;10;0;0
NOVA GUATAPORANGA;2012;0;15;0;1
NOVA GUATAPORANGA;2013;0;9;0;0
NOVA GUATAPORANGA;2014;0;4;0;0
NOVA GUATAPORANGA;2015;0;6;0;1
NOVA GUATAPORANGA;2016;0;16;0;0
NOVA GUATAPORANGA;2017;1;11;0;0
NOVA GUATAPORANGA;2018;0;11;1;0
NOVA GUATAPORANGA;2019;1;13;0;1
NOVA INDEPENDENCIA;2001;0;8;0;3
NOVA INDEPENDENCIA;2002;0;19;0;0
NOVA INDEPENDENCIA;2003;0;19;1;0
NOVA INDEPENDENCIA;2004;1;15;1;0
NOVA INDEPENDENCIA;2005;0;18;0;1
NOVA INDEPENDENCIA;2006;0;27;1;0
NOVA INDEPENDENCIA;2007;0;31;0;0
NOVA INDEPENDENCIA;2008;0;41;0;0
NOVA INDEPENDENCIA;2009;0;31;0;4
NOVA INDEPENDENCIA;2010;0;34;0;1
NOVA INDEPENDENCIA;2011;0;30;1;0
NOVA INDEPENDENCIA;2012;0;33;0;1
NOVA INDEPENDENCIA;2013;0;38;0;0
NOVA INDEPENDENCIA;2014;0;26;0;1
NOVA INDEPENDENCIA;2015;0;31;0;4
NOVA INDEPENDENCIA;2016;0;31;1;0
NOVA INDEPENDENCIA;2017;0;42;2;1
NOVA INDEPENDENCIA;2018;0;30;1;0
NOVA INDEPENDENCIA;2019;0;48;0;0
NOVAIS;2001;1;21;0;0
NOVAIS;2002;0;19;0;0
NOVAIS;2003;0;27;0;1
NOVAIS;2004;1;26;0;1
NOVAIS;2005;0;22;0;1
NOVAIS;2006;0;22;0;0
NOVAIS;2007;0;25;0;0
NOVAIS;2008;0;23;0;0
NOVAIS;2009;0;13;1;0
NOVAIS;2010;0;14;2;2
NOVAIS;2011;0;19;1;2
NOVAIS;2012;0;22;2;1
NOVAIS;2013;2;17;2;0
NOVAIS;2014;0;12;0;1
NOVAIS;2015;0;19;1;2
NOVAIS;2016;0;24;1;1
NOVAIS;2017;0;21;2;3
NOVAIS;2018;0;26;0;4
NOVAIS;2019;0;17;3;6
NOVA LUZITANIA;2001;0;16;0;0
NOVA LUZITANIA;2002;0;13;0;0
NOVA LUZITANIA;2003;0;22;3;1
NOVA LUZITANIA;2004;1;25;0;1
NOVA LUZITANIA;2005;0;12;0;0
NOVA LUZITANIA;2006;1;23;0;0
NOVA LUZITANIA;2007;0;17;0;0
NOVA LUZITANIA;2008;0;45;0;1
NOVA LUZITANIA;2009;0;54;4;2
NOVA LUZITANIA;2010;0;22;1;2
NOVA LUZITANIA;2011;0;8;0;0
NOVA LUZITANIA;2012;0;8;0;0
NOVA LUZITANIA;2013;0;23;0;0
NOVA LUZITANIA;2014;0;18;0;0
NOVA LUZITANIA;2015;0;15;1;1
NOVA LUZITANIA;2016;0;19;0;0
NOVA LUZITANIA;2017;0;19;0;0
NOVA LUZITANIA;2018;0;14;0;0
NOVA LUZITANIA;2019;0;8;0;0
NOVA ODESSA;2001;5;518;232;183
NOVA ODESSA;2002;7;590;272;219
NOVA ODESSA;2003;2;761;230;179
NOVA ODESSA;2004;7;704;210;137
NOVA ODESSA;2005;4;544;140;160
NOVA ODESSA;2006;3;607;250;174
NOVA ODESSA;2007;6;579;174;182
NOVA ODESSA;2008;2;541;152;182
NOVA ODESSA;2009;2;568;265;264
NOVA ODESSA;2010;2;479;229;237
NOVA ODESSA;2011;3;630;253;319
NOVA ODESSA;2012;5;559;230;220
NOVA ODESSA;2013;3;623;202;381
NOVA ODESSA;2014;4;647;191;246
NOVA ODESSA;2015;5;745;238;233
NOVA ODESSA;2016;3;680;254;191
NOVA ODESSA;2017;3;520;184;143
NOVA ODESSA;2018;5;567;146;126
NOVA ODESSA;2019;3;523;137;99
NOVO HORIZONTE;2001;4;270;8;20
NOVO HORIZONTE;2002;1;376;11;19
NOVO HORIZONTE;2003;2;528;12;10
NOVO HORIZONTE;2004;3;639;12;16
NOVO HORIZONTE;2005;5;729;14;10
NOVO HORIZONTE;2006;1;687;9;10
NOVO HORIZONTE;2007;1;671;15;14
NOVO HORIZONTE;2008;2;628;15;29
NOVO HORIZONTE;2009;1;614;14;23
NOVO HORIZONTE;2010;3;551;16;17
NOVO HORIZONTE;2011;1;398;13;31
NOVO HORIZONTE;2012;4;446;14;36
NOVO HORIZONTE;2013;1;380;23;30
NOVO HORIZONTE;2014;2;283;13;36
NOVO HORIZONTE;2015;2;305;14;21
NOVO HORIZONTE;2016;1;317;17;36
NOVO HORIZONTE;2017;2;384;21;50
NOVO HORIZONTE;2018;1;445;23;29
NOVO HORIZONTE;2019;1;362;19;33
NUPORANGA;2001;0;35;2;2
NUPORANGA;2002;0;54;1;3
NUPORANGA;2003;0;62;8;3
NUPORANGA;2004;0;71;4;0
NUPORANGA;2005;0;62;3;2
NUPORANGA;2006;0;68;6;2
NUPORANGA;2007;0;89;1;3
NUPORANGA;2008;0;87;11;2
NUPORANGA;2009;0;89;5;1
NUPORANGA;2010;0;75;1;1
NUPORANGA;2011;1;50;2;4
NUPORANGA;2012;1;53;2;0
NUPORANGA;2013;0;43;6;1
NUPORANGA;2014;1;44;1;4
NUPORANGA;2015;1;70;4;4
NUPORANGA;2016;0;85;9;4
NUPORANGA;2017;0;104;3;2
NUPORANGA;2018;0;125;5;2
NUPORANGA;2019;0;112;3;2
OCAUCU;2001;0;21;2;1
OCAUCU;2002;0;32;3;0
OCAUCU;2003;0;32;2;3
OCAUCU;2004;0;31;1;0
OCAUCU;2005;2;35;1;0
OCAUCU;2006;0;36;0;1
OCAUCU;2007;0;43;0;0
OCAUCU;2008;0;35;1;0
OCAUCU;2009;0;37;0;2
OCAUCU;2010;1;13;2;3
OCAUCU;2011;0;27;2;0
OCAUCU;2012;0;31;2;0
OCAUCU;2013;1;20;5;1
OCAUCU;2014;0;18;3;1
OCAUCU;2015;0;30;5;0
OCAUCU;2016;0;19;8;0
OCAUCU;2017;0;23;3;2
OCAUCU;2018;1;24;2;0
OCAUCU;2019;0;30;3;1
OLEO;2001;1;6;1;0
OLEO;2002;0;23;1;2
OLEO;2003;1;17;0;1
OLEO;2004;0;15;1;1
OLEO;2005;0;25;4;2
OLEO;2006;0;20;0;1
OLEO;2007;0;8;0;0
OLEO;2008;0;11;0;1
OLEO;2009;0;13;0;3
OLEO;2010;0;14;0;0
OLEO;2011;0;11;0;1
OLEO;2012;0;15;0;1
OLEO;2013;0;9;1;1
OLEO;2014;0;8;0;4
OLEO;2015;0;13;0;1
OLEO;2016;0;10;0;3
OLEO;2017;1;11;1;1
OLEO;2018;0;15;1;0
OLEO;2019;2;17;0;0
OLIMPIA;2001;4;1142;55;35
OLIMPIA;2002;1;993;34;53
OLIMPIA;2003;8;1254;39;51
OLIMPIA;2004;4;1076;48;21
OLIMPIA;2005;7;1027;35;24
OLIMPIA;2006;2;1021;63;20
OLIMPIA;2007;4;911;89;47
OLIMPIA;2008;3;1003;56;54
OLIMPIA;2009;3;898;67;56
OLIMPIA;2010;4;818;55;41
OLIMPIA;2011;2;732;66;78
OLIMPIA;2012;3;650;65;63
OLIMPIA;2013;4;624;49;84
OLIMPIA;2014;3;637;78;89
OLIMPIA;2015;0;759;61;73
OLIMPIA;2016;0;792;70;54
OLIMPIA;2017;4;820;87;86
OLIMPIA;2018;1;708;83;54
OLIMPIA;2019;0;485;48;48
ONDA VERDE;2001;0;41;4;0
ONDA VERDE;2002;1;55;2;0
ONDA VERDE;2003;1;45;5;2
ONDA VERDE;2004;0;44;3;2
ONDA VERDE;2005;0;74;5;0
ONDA VERDE;2006;0;54;9;3
ONDA VERDE;2007;1;57;2;2
ONDA VERDE;2008;0;52;1;2
ONDA VERDE;2009;0;100;4;8
ONDA VERDE;2010;0;48;2;2
ONDA VERDE;2011;0;50;1;0
ONDA VERDE;2012;0;62;2;4
ONDA VERDE;2013;1;51;1;2
ONDA VERDE;2014;1;60;0;3
ONDA VERDE;2015;0;59;0;5
ONDA VERDE;2016;0;49;1;2
ONDA VERDE;2017;0;64;3;1
ONDA VERDE;2018;1;56;2;1
ONDA VERDE;2019;0;35;2;2
ORIENTE;2001;0;25;1;1
ORIENTE;2002;1;23;0;0
ORIENTE;2003;1;33;1;0
ORIENTE;2004;0;39;0;1
ORIENTE;2005;0;42;2;1
ORIENTE;2006;0;33;2;0
ORIENTE;2007;0;41;1;0
ORIENTE;2008;1;35;1;1
ORIENTE;2009;0;45;0;1
ORIENTE;2010;1;16;1;1
ORIENTE;2011;0;22;0;3
ORIENTE;2012;0;19;1;1
ORIENTE;2013;0;26;2;2
ORIENTE;2014;2;31;3;2
ORIENTE;2015;1;34;2;4
ORIENTE;2016;0;74;3;5
ORIENTE;2017;0;60;4;5
ORIENTE;2018;0;40;1;0
ORIENTE;2019;0;35;1;0
ORINDIUVA;2001;1;16;0;2
ORINDIUVA;2002;3;21;1;4
ORINDIUVA;2003;0;28;2;2
ORINDIUVA;2004;0;26;1;1
ORINDIUVA;2005;0;37;1;0
ORINDIUVA;2006;0;61;2;1
ORINDIUVA;2007;1;63;2;2
ORINDIUVA;2008;0;46;5;2
ORINDIUVA;2009;1;66;0;5
ORINDIUVA;2010;0;35;2;3
ORINDIUVA;2011;0;50;3;6
ORINDIUVA;2012;1;49;1;3
ORINDIUVA;2013;0;52;1;9
ORINDIUVA;2014;0;57;1;3
ORINDIUVA;2015;0;53;1;3
ORINDIUVA;2016;0;42;1;2
ORINDIUVA;2017;0;43;1;2
ORINDIUVA;2018;0;42;0;1
ORINDIUVA;2019;0;26;0;0
ORLANDIA;2001;3;216;19;27
ORLANDIA;2002;11;354;55;23
ORLANDIA;2003;3;351;29;24
ORLANDIA;2004;9;372;23;10
ORLANDIA;2005;2;519;45;21
ORLANDIA;2006;5;517;65;63
ORLANDIA;2007;2;531;83;52
ORLANDIA;2008;1;394;65;40
ORLANDIA;2009;4;523;50;67
ORLANDIA;2010;6;423;50;50
ORLANDIA;2011;2;447;49;55
ORLANDIA;2012;3;401;31;72
ORLANDIA;2013;3;298;25;90
ORLANDIA;2014;2;357;32;75
ORLANDIA;2015;2;364;53;53
ORLANDIA;2016;1;361;54;70
ORLANDIA;2017;0;290;58;45
ORLANDIA;2018;1;287;55;40
ORLANDIA;2019;0;187;27;34
OSASCO;2001;330;4896;4621;5370
OSASCO;2002;360;4781;4225;4257
OSASCO;2003;276;5797;4287;3663
OSASCO;2004;96;2834;2201;2010
OSASCO;2005;77;3009;2168;2488
OSASCO;2006;74;4185;2571;3342
OSASCO;2007;119;5682;3617;3546
OSASCO;2008;106;5902;4185;3798
OSASCO;2009;101;5626;4286;4090
OSASCO;2010;61;5286;4154;3421
OSASCO;2011;73;5669;3896;3653
OSASCO;2012;87;6172;4709;4266
OSASCO;2013;87;6654;4781;5100
OSASCO;2014;62;6775;8479;5942
OSASCO;2015;70;6543;7993;4846
OSASCO;2016;49;6415;9229;5134
OSASCO;2017;67;6081;9744;4805
OSASCO;2018;54;6088;7918;4554
OSASCO;2019;45;6641;5997;3641
OSCAR BRESSANE;2001;0;22;1;0
OSCAR BRESSANE;2002;0;18;0;1
OSCAR BRESSANE;2003;0;15;0;0
OSCAR BRESSANE;2004;0;17;0;0
OSCAR BRESSANE;2005;0;22;0;1
OSCAR BRESSANE;2006;0;20;0;0
OSCAR BRESSANE;2007;0;18;0;1
OSCAR BRESSANE;2008;1;12;0;1
OSCAR BRESSANE;2009;0;12;0;0
OSCAR BRESSANE;2010;0;13;1;1
OSCAR BRESSANE;2011;0;13;1;1
OSCAR BRESSANE;2012;0;13;1;0
OSCAR BRESSANE;2013;0;8;0;0
OSCAR BRESSANE;2014;0;9;0;0
OSCAR BRESSANE;2015;0;22;0;2
OSCAR BRESSANE;2016;0;12;0;0
OSCAR BRESSANE;2017;0;19;0;1
OSCAR BRESSANE;2018;0;18;0;0
OSCAR BRESSANE;2019;0;9;0;1
OSVALDO CRUZ;2001;3;230;16;6
OSVALDO CRUZ;2002;5;256;17;5
OSVALDO CRUZ;2003;2;168;17;2
OSVALDO CRUZ;2004;2;284;20;3
OSVALDO CRUZ;2005;3;397;27;12
OSVALDO CRUZ;2006;0;287;17;5
OSVALDO CRUZ;2007;1;261;10;12
OSVALDO CRUZ;2008;1;278;22;1
OSVALDO CRUZ;2009;0;325;19;9
OSVALDO CRUZ;2010;1;449;23;7
OSVALDO CRUZ;2011;3;435;22;9
OSVALDO CRUZ;2012;0;350;16;11
OSVALDO CRUZ;2013;1;340;10;13
OSVALDO CRUZ;2014;0;383;9;18
OSVALDO CRUZ;2015;1;384;11;6
OSVALDO CRUZ;2016;0;445;14;11
OSVALDO CRUZ;2017;2;227;6;10
OSVALDO CRUZ;2018;0;214;2;5
OSVALDO CRUZ;2019;3;176;8;5
OURINHOS;2001;3;1580;141;112
OURINHOS;2002;8;1641;116;75
OURINHOS;2003;8;2122;160;84
OURINHOS;2004;18;2179;229;84
OURINHOS;2005;12;2228;197;80
OURINHOS;2006;12;1941;185;88
OURINHOS;2007;2;1510;122;52
OURINHOS;2008;7;1556;136;36
OURINHOS;2009;6;1563;156;80
OURINHOS;2010;11;1563;162;57
OURINHOS;2011;10;1562;136;120
OURINHOS;2012;12;1767;131;122
OURINHOS;2013;4;1654;156;113
OURINHOS;2014;6;1383;110;153
OURINHOS;2015;6;1204;127;144
OURINHOS;2016;5;1413;156;159
OURINHOS;2017;7;1503;166;146
OURINHOS;2018;5;1261;88;123
OURINHOS;2019;5;1418;97;91
OUROESTE;2001;0;28;2;2
OUROESTE;2002;0;32;0;3
OUROESTE;2003;1;38;3;5
OUROESTE;2004;0;48;1;1
OUROESTE;2005;0;60;2;8
OUROESTE;2006;0;57;3;3
OUROESTE;2007;0;64;6;2
OUROESTE;2008;0;71;3;3
OUROESTE;2009;1;108;4;4
OUROESTE;2010;0;95;2;5
OUROESTE;2011;0;88;3;3
OUROESTE;2012;0;81;0;6
OUROESTE;2013;1;67;3;6
OUROESTE;2014;1;40;9;9
OUROESTE;2015;1;51;5;13
OUROESTE;2016;1;56;9;8
OUROESTE;2017;1;71;3;7
OUROESTE;2018;1;47;6;2
OUROESTE;2019;0;47;5;4
OURO VERDE;2001;1;43;1;1
OURO VERDE;2002;0;58;1;0
OURO VERDE;2003;1;42;0;0
OURO VERDE;2004;1;26;0;1
OURO VERDE;2005;1;26;1;0
OURO VERDE;2006;0;16;1;0
OURO VERDE;2007;2;5;2;0
OURO VERDE;2008;1;7;2;0
OURO VERDE;2009;0;34;1;1
OURO VERDE;2010;1;29;3;0
OURO VERDE;2011;0;47;5;3
OURO VERDE;2012;0;36;6;0
OURO VERDE;2013;0;30;2;0
OURO VERDE;2014;0;14;5;1
OURO VERDE;2015;1;41;0;1
OURO VERDE;2016;0;54;0;1
OURO VERDE;2017;1;36;3;0
OURO VERDE;2018;0;39;0;2
OURO VERDE;2019;1;31;1;1
PACAEMBU;2001;2;59;0;0
PACAEMBU;2002;0;77;4;1
PACAEMBU;2003;1;59;0;1
PACAEMBU;2004;1;83;1;0
PACAEMBU;2005;1;159;3;2
PACAEMBU;2006;1;73;0;1
PACAEMBU;2007;0;125;3;0
PACAEMBU;2008;1;155;3;0
PACAEMBU;2009;1;91;6;2
PACAEMBU;2010;0;119;7;4
PACAEMBU;2011;1;61;1;3
PACAEMBU;2012;1;68;5;3
PACAEMBU;2013;1;86;3;5
PACAEMBU;2014;0;28;10;1
PACAEMBU;2015;0;65;1;5
PACAEMBU;2016;0;79;2;2
PACAEMBU;2017;0;73;0;3
PACAEMBU;2018;0;65;0;0
PACAEMBU;2019;0;53;1;2
PALESTINA;2001;1;50;2;1
PALESTINA;2002;0;66;0;4
PALESTINA;2003;0;64;2;1
PALESTINA;2004;1;48;1;6
PALESTINA;2005;1;51;1;2
PALESTINA;2006;0;44;1;3
PALESTINA;2007;0;52;1;5
PALESTINA;2008;1;52;6;5
PALESTINA;2009;3;36;0;2
PALESTINA;2010;1;40;3;5
PALESTINA;2011;1;56;2;5
PALESTINA;2012;1;88;4;10
PALESTINA;2013;0;72;4;3
PALESTINA;2014;0;60;0;5
PALESTINA;2015;0;94;8;4
PALESTINA;2016;0;77;6;8
PALESTINA;2017;0;75;1;6
PALESTINA;2018;0;64;1;5
PALESTINA;2019;1;52;2;4
PALMARES PAULISTA;2001;0;52;3;0
PALMARES PAULISTA;2002;1;28;3;2
PALMARES PAULISTA;2003;1;36;1;0
PALMARES PAULISTA;2004;1;73;2;1
PALMARES PAULISTA;2005;1;58;1;0
PALMARES PAULISTA;2006;0;54;2;1
PALMARES PAULISTA;2007;0;75;1;5
PALMARES PAULISTA;2008;2;70;6;2
PALMARES PAULISTA;2009;0;52;11;1
PALMARES PAULISTA;2010;1;49;7;2
PALMARES PAULISTA;2011;1;51;4;1
PALMARES PAULISTA;2012;3;48;2;3
PALMARES PAULISTA;2013;2;57;8;4
PALMARES PAULISTA;2014;1;43;5;2
PALMARES PAULISTA;2015;0;36;2;2
PALMARES PAULISTA;2016;0;33;10;0
PALMARES PAULISTA;2017;0;30;5;9
PALMARES PAULISTA;2018;1;43;3;3
PALMARES PAULISTA;2019;0;21;0;2
PALMEIRA D'OESTE;2001;0;48;3;4
PALMEIRA D'OESTE;2002;2;59;1;1
PALMEIRA D'OESTE;2003;0;46;2;3
PALMEIRA D'OESTE;2004;1;55;2;4
PALMEIRA D'OESTE;2005;0;70;0;0
PALMEIRA D'OESTE;2006;1;55;1;0
PALMEIRA D'OESTE;2007;0;47;0;1
PALMEIRA D'OESTE;2008;0;47;2;2
PALMEIRA D'OESTE;2009;1;46;3;3
PALMEIRA D'OESTE;2010;0;49;3;6
PALMEIRA D'OESTE;2011;1;64;1;9
PALMEIRA D'OESTE;2012;0;42;3;6
PALMEIRA D'OESTE;2013;0;53;4;11
PALMEIRA D'OESTE;2014;1;40;4;8
PALMEIRA D'OESTE;2015;1;24;0;3
PALMEIRA D'OESTE;2016;1;32;0;6
PALMEIRA D'OESTE;2017;1;22;1;6
PALMEIRA D'OESTE;2018;0;31;2;1
PALMEIRA D'OESTE;2019;0;27;2;3
PALMITAL;2001;1;302;8;12
PALMITAL;2002;0;367;7;6
PALMITAL;2003;1;321;7;16
PALMITAL;2004;1;302;6;8
PALMITAL;2005;4;247;14;11
PALMITAL;2006;2;188;8;12
PALMITAL;2007;4;148;9;9
PALMITAL;2008;0;142;14;14
PALMITAL;2009;1;175;23;10
PALMITAL;2010;2;218;25;8
PALMITAL;2011;2;220;9;7
PALMITAL;2012;0;210;22;18
PALMITAL;2013;3;201;47;14
PALMITAL;2014;2;315;25;19
PALMITAL;2015;3;159;33;15
PALMITAL;2016;1;247;44;25
PALMITAL;2017;1;262;39;34
PALMITAL;2018;1;129;27;7
PALMITAL;2019;4;202;25;8
PANORAMA;2001;0;90;2;8
PANORAMA;2002;1;130;3;5
PANORAMA;2003;3;185;13;5
PANORAMA;2004;1;191;7;5
PANORAMA;2005;1;174;6;4
PANORAMA;2006;1;176;6;3
PANORAMA;2007;2;270;4;8
PANORAMA;2008;1;425;12;8
PANORAMA;2009;2;336;19;13
PANORAMA;2010;2;274;10;12
PANORAMA;2011;2;169;2;13
PANORAMA;2012;3;147;4;6
PANORAMA;2013;2;166;3;12
PANORAMA;2014;0;185;7;11
PANORAMA;2015;1;191;6;6
PANORAMA;2016;0;265;8;10
PANORAMA;2017;1;200;8;7
PANORAMA;2018;3;178;5;17
PANORAMA;2019;0;224;1;2
PARAGUACU PAULISTA;2001;5;1113;74;30
PARAGUACU PAULISTA;2002;2;1028;51;52
PARAGUACU PAULISTA;2003;2;1172;74;39
PARAGUACU PAULISTA;2004;4;1204;70;80
PARAGUACU PAULISTA;2005;5;1287;61;25
PARAGUACU PAULISTA;2006;4;1051;73;40
PARAGUACU PAULISTA;2007;3;851;81;19
PARAGUACU PAULISTA;2008;5;701;58;15
PARAGUACU PAULISTA;2009;3;742;53;25
PARAGUACU PAULISTA;2010;8;580;40;22
PARAGUACU PAULISTA;2011;2;628;36;7
PARAGUACU PAULISTA;2012;6;615;42;20
PARAGUACU PAULISTA;2013;2;536;43;11
PARAGUACU PAULISTA;2014;7;619;39;22
PARAGUACU PAULISTA;2015;9;540;35;18
PARAGUACU PAULISTA;2016;5;466;35;21
PARAGUACU PAULISTA;2017;2;477;28;18
PARAGUACU PAULISTA;2018;2;482;38;29
PARAGUACU PAULISTA;2019;0;414;29;19
PARAIBUNA;2001;1;128;15;11
PARAIBUNA;2002;2;160;15;25
PARAIBUNA;2003;3;217;16;25
PARAIBUNA;2004;3;191;18;20
PARAIBUNA;2005;2;159;11;19
PARAIBUNA;2006;2;138;6;10
PARAIBUNA;2007;0;152;16;15
PARAIBUNA;2008;2;149;11;12
PARAIBUNA;2009;0;159;13;19
PARAIBUNA;2010;3;157;11;10
PARAIBUNA;2011;1;164;7;10
PARAIBUNA;2012;2;187;21;19
PARAIBUNA;2013;0;182;19;28
PARAIBUNA;2014;2;162;13;13
PARAIBUNA;2015;5;163;34;19
PARAIBUNA;2016;1;165;23;11
PARAIBUNA;2017;2;198;28;15
PARAIBUNA;2018;1;177;20;13
PARAIBUNA;2019;0;162;28;6
PARAISO;2001;0;25;1;2
PARAISO;2002;0;29;3;1
PARAISO;2003;1;31;1;1
PARAISO;2004;0;33;0;2
PARAISO;2005;0;24;0;0
PARAISO;2006;1;35;2;2
PARAISO;2007;0;54;0;2
PARAISO;2008;0;41;4;4
PARAISO;2009;0;30;0;2
PARAISO;2010;0;32;0;2
PARAISO;2011;0;42;5;0
PARAISO;2012;0;47;0;0
PARAISO;2013;0;33;2;0
PARAISO;2014;0;47;4;3
PARAISO;2015;0;46;2;6
PARAISO;2016;0;34;3;1
PARAISO;2017;0;24;2;4
PARAISO;2018;0;18;0;1
PARAISO;2019;0;17;3;1
PARANAPANEMA;2001;0;17;6;2
PARANAPANEMA;2002;0;6;0;1
PARANAPANEMA;2003;1;14;3;2
PARANAPANEMA;2004;0;118;3;2
PARANAPANEMA;2005;4;110;6;4
PARANAPANEMA;2006;3;80;4;4
PARANAPANEMA;2007;0;73;7;3
PARANAPANEMA;2008;0;44;4;5
PARANAPANEMA;2009;0;37;7;3
PARANAPANEMA;2010;0;44;9;1
PARANAPANEMA;2011;0;70;2;2
PARANAPANEMA;2012;1;86;6;2
PARANAPANEMA;2013;1;80;8;5
PARANAPANEMA;2014;0;102;4;3
PARANAPANEMA;2015;0;75;4;4
PARANAPANEMA;2016;0;94;2;1
PARANAPANEMA;2017;1;161;9;7
PARANAPANEMA;2018;0;129;6;6
PARANAPANEMA;2019;0;82;4;6
PARANAPUA;2001;1;4;0;0
PARANAPUA;2002;0;9;0;0
PARANAPUA;2003;0;19;1;0
PARANAPUA;2004;0;13;0;0
PARANAPUA;2005;0;18;0;2
PARANAPUA;2006;0;14;1;0
PARANAPUA;2007;0;21;0;2
PARANAPUA;2008;0;25;0;2
PARANAPUA;2009;0;19;3;1
PARANAPUA;2010;0;13;0;1
PARANAPUA;2011;0;29;1;1
PARANAPUA;2012;0;31;1;3
PARANAPUA;2013;1;41;3;3
PARANAPUA;2014;0;33;1;3
PARANAPUA;2015;0;18;1;1
PARANAPUA;2016;0;27;1;2
PARANAPUA;2017;1;26;0;4
PARANAPUA;2018;0;21;2;2
PARANAPUA;2019;2;20;0;0
PARAPUA;2001;2;68;8;2
PARAPUA;2002;1;79;6;1
PARAPUA;2003;1;167;6;3
PARAPUA;2004;0;150;5;3
PARAPUA;2005;1;104;4;1
PARAPUA;2006;1;80;3;3
PARAPUA;2007;2;51;2;5
PARAPUA;2008;1;58;3;3
PARAPUA;2009;1;74;8;3
PARAPUA;2010;1;92;4;5
PARAPUA;2011;0;77;4;2
PARAPUA;2012;0;74;7;2
PARAPUA;2013;3;84;3;5
PARAPUA;2014;1;122;2;7
PARAPUA;2015;1;112;7;10
PARAPUA;2016;1;121;4;7
PARAPUA;2017;0;86;5;3
PARAPUA;2018;1;63;7;4
PARAPUA;2019;0;86;3;3
PARDINHO;2001;0;16;4;1
PARDINHO;2002;0;13;2;5
PARDINHO;2003;0;15;4;1
PARDINHO;2004;0;25;3;0
PARDINHO;2005;0;49;7;1
PARDINHO;2006;0;51;5;2
PARDINHO;2007;0;35;2;2
PARDINHO;2008;0;49;1;7
PARDINHO;2009;0;40;9;3
PARDINHO;2010;1;34;2;1
PARDINHO;2011;0;39;0;1
PARDINHO;2012;0;17;1;3
PARDINHO;2013;0;65;4;9
PARDINHO;2014;0;49;6;0
PARDINHO;2015;0;64;6;6
PARDINHO;2016;2;89;8;3
PARDINHO;2017;0;107;11;5
PARDINHO;2018;1;69;5;4
PARDINHO;2019;1;61;3;4
PARIQUERA-ACU;2001;3;167;11;6
PARIQUERA-ACU;2002;1;222;28;8
PARIQUERA-ACU;2003;2;281;21;4
PARIQUERA-ACU;2004;2;195;17;10
PARIQUERA-ACU;2005;3;209;13;3
PARIQUERA-ACU;2006;4;247;13;4
PARIQUERA-ACU;2007;2;273;16;8
PARIQUERA-ACU;2008;0;364;20;4
PARIQUERA-ACU;2009;2;255;26;11
PARIQUERA-ACU;2010;1;206;32;17
PARIQUERA-ACU;2011;3;256;19;18
PARIQUERA-ACU;2012;2;192;32;10
PARIQUERA-ACU;2013;1;179;32;18
PARIQUERA-ACU;2014;2;166;37;20
PARIQUERA-ACU;2015;2;142;37;15
PARIQUERA-ACU;2016;0;202;35;27
PARIQUERA-ACU;2017;2;154;21;12
PARIQUERA-ACU;2018;0;183;27;16
PARIQUERA-ACU;2019;0;197;15;9
PARISI;2001;0;10;0;1
PARISI;2002;0;3;0;1
PARISI;2003;0;11;0;0
PARISI;2004;0;7;0;0
PARISI;2005;0;8;0;0
PARISI;2006;0;9;0;0
PARISI;2007;0;10;0;0
PARISI;2008;0;13;0;1
PARISI;2009;0;12;0;0
PARISI;2010;0;19;0;0
PARISI;2011;0;14;0;0
PARISI;2012;1;15;2;0
PARISI;2013;0;10;0;0
PARISI;2014;0;8;0;2
PARISI;2015;0;28;0;3
PARISI;2016;0;22;0;1
PARISI;2017;0;18;0;0
PARISI;2018;0;18;1;1
PARISI;2019;0;32;0;2
PATROCINIO PAULISTA;2001;0;126;5;6
PATROCINIO PAULISTA;2002;1;130;6;1
PATROCINIO PAULISTA;2003;1;225;9;10
PATROCINIO PAULISTA;2004;0;179;13;5
